Genes	Protein.Group	Protein.Names	DOUBLEdep_1	DOUBLEdep_2	DOUBLEdep_3	SONdep_1	SONdep_2	SONdep_3	SRRM2-dep_1	SRRM2dep_2	SRRM2dep_3	control_1	control_2	control_3	Top3_DOUBLEdep_1	Top3_DOUBLEdep_2	Top3_DOUBLEdep_3	Top3_SONdep_1	Top3_SONdep_2	Top3_SONdep_3	Top3_SRRM2-dep_1	Top3_SRRM2dep_2	Top3_SRRM2dep_3	Top3_control_1	Top3_control_2	Top3_control_3	peptides_counts_all
DUSP4	Q13115	DUS4_HUMAN	6884.19	6716.13	6991.64	5839.05	6449.49	6112.03	5637.02	5628.52	5586.51	5762.98	4967.6	5472.33	7216.45078480234	6794.85322196101	7556.74165471818	5951.56967209655	6940.72964852515	6521.62820999615	5528.70307867033	6082.68162699137	6108.8646526901	5519.76557725396	4818.24964061527	5447.42729212006	5
DUSP9	Q99956	DUS9_HUMAN	1179.48	1085.27	1332.13	1109.1	639.997	1813.95	1420.88	1636.06	1337.9	1662.09	1469.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
DUT	P33316-2	DUT_HUMAN	196011	207708	216100	231362	203615	190588	191809	224058	225618	197699	188441	195640	120879.48490881	139277.706542072	135983.045956405	140472.875140924	128881.047804271	107208.930437848	85012.3689454844	145700.239479138	150922.715608598	89725.4266961839	107500.7280634	100228.80194259	8
DVL1	O14640	DVL1_HUMAN	8624.14	10894	11807.6	10912.1	8214.44	9964.7	11014.1	16621.3	13491	11033.9	13390	13070.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
DVL2	O14641	DVL2_HUMAN	8375.15	7620.37	4575.88	9590.04	5535.2	6417.63	3668.96	15910.2	10561	16719.7	7452.71	6061.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
DVL3	Q92997;Q92997-2	DVL3_HUMAN	6382.54	8311.89	8080.11	8443.38	9789.14	5728.52	12098.1	14567.7	14095.4	18486.3	9493.12	15501.4	NA	NA	4677.78181620498	NA	NA	4797.6530300362	NA	8030.77130466638	7909.58030205637	9010.98057432526	6097.04329717511	8574.97253351899	3
DYNC1H1	Q14204	DYHC1_HUMAN	119670	124048	121154	116046	121124	118671	125010	128867	129206	126820	122379	120259	106842.288419884	108257.463752304	104903.42911669	90775.8507858674	114870.942016345	92433.4883675182	116141.740400403	106175.744372734	103377.403391071	123569.844977497	124232.917834233	133489.664170253	130
DYNC1I2	Q13409;Q13409-2;Q13409-5	DC1I2_HUMAN	113757	112930	119424	97815	124772	94987	139096	96075.3	115337	122371	146313	136604	81134.4374284943	95756.6629532237	96699.8324954561	84410.0448245477	77439.6780020442	53831.1627716671	86918.2286864108	75096.964337297	92336.8375438107	73292.0149384852	89137.823173329	68832.2496735949	13
DYNC1LI1	Q9Y6G9	DC1L1_HUMAN	103064	114827	116580	106666	112268	105977	86919.9	96114.2	99582.1	91137.2	104921	85041.3	49576.2908661881	59995.9879060395	66819.5866214327	54391.714231284	56385.4709808678	109417.285919949	49253.3211368335	72255.5253040909	73936.3145230751	49515.188202724	50158.841155423	44279.698053139	16
DYNC1LI2	O43237	DC1L2_HUMAN	32468.2	31836.7	34176.9	30471.3	42007.1	33420.3	18049.4	33628.3	30363	31642.5	22507.4	23858.7	22761.2649360513	21747.1089114133	29145.2566430608	22579.5104575335	32843.1396900378	38683.3965975989	9773.23242833367	24795.2688581532	34710.2741262134	18941.9402830552	13923.1131125839	17304.887947032	10
DYNC2H1	Q8NCM8;Q8NCM8-2	DYHC2_HUMAN	6155.86	NA	3931.06	12107	NA	NA	7598.24	4779.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
DYNC2I2	Q96EX3	DC2I2_HUMAN	3691.43	1783.41	4657.3	4633.07	3494.15	4127.52	2594.71	5496.08	6563.79	5705.28	3705.77	4115.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
DYNC2LI1	Q8TCX1;Q8TCX1-2;Q8TCX1-3;Q8TCX1-4;Q8TCX1-5	DC2L1_HUMAN	NA	NA	NA	NA	NA	4977.58	NA	5658.85	NA	5796.85	5064.84	6687.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
DYNLL1	P63167	DYL1_HUMAN	27209.3	14507.4	13415	11808.4	9493.72	53493.1	1404.09	21179.5	31645.5	3521.34	11838.2	2342.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
DYNLRB1	Q9NP97	DLRB1_HUMAN	121163	150299	156570	174839	153064	181560	126557	160146	102000	166268	143905	124315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
DYNLT1	P63172	DYLT1_HUMAN	50693.7	34220.7	51061.7	46964.5	51142.1	46328.8	74982	25777.1	34037.3	67407	52529.8	51865.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
DYNLT3	P51808	DYLT3_HUMAN	6511.79	5432.2	5414.79	5311.65	4947.28	4199.65	6297.94	5913.98	5328.27	6048.3	6329.61	5408.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
DYRK1A	Q13627;Q13627-2;Q13627-3;Q13627-4;Q13627-5	DYR1A_HUMAN	9560.97	11182	10650.1	9197.99	11947	8206.51	14170.2	8909.25	6241.15	18841.3	12256.8	17732.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
DZIP1	Q86YF9;Q86YF9-2;Q86YF9-3	DZIP1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	1261.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
DZIP3	Q86Y13	DZIP3_HUMAN	NA	NA	NA	1352.21	1642.69	1468.46	2120.65	1427.07	1460.89	1390.26	1455.9	1189.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
E2F3	O00716;O00716-2	E2F3_HUMAN	3507.79	3973.52	NA	2764.28	4455.73	2355.67	2714.68	2429.57	2906.18	3816.62	2339.05	4115.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
E2F4	Q16254	E2F4_HUMAN	4427.47	3772.57	4143.46	10781.1	11141.8	6985.33	19163	13498.5	12805.4	23274.8	27246.1	24254.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
E2F6	O75461;O75461-2;O75461-3	E2F6_HUMAN	11327.1	10520.3	12405.6	10901.7	11058.3	6529.43	6567.29	9981.9	9952.37	11277.4	6684.82	6170.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
E4F1	Q66K89	E4F1_HUMAN	NA	2780.04	NA	2233.43	2585.25	3276.69	5361.61	6389.62	7433.51	5685.63	5115.37	6705.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
EAF1	Q96JC9	EAF1_HUMAN	7372.5	8903.5	9086.06	6502.44	6135.07	6232.93	6177.51	7841.39	9969.87	6122.54	6752.66	5999.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
EAF2	Q96CJ1	EAF2_HUMAN	3653.92	2311.94	3384.33	2255.26	NA	2455.57	4409.12	1831.31	2259.41	3086.55	4405.6	3630.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
EAPP	Q56P03	EAPP_HUMAN	21182.9	25698.4	27999.7	24459	21857.5	27176.9	16233	24632.4	26668.7	17505.2	17193.6	19886.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
EARS2	Q5JPH6;Q5JPH6-2	SYEM_HUMAN	39029	37858.1	43057.3	40290	37811.4	38755.2	44200.4	30082.7	33652.7	42261.7	41917.5	31775.2	32616.6117092475	33754.0271597731	33928.8370114949	31921.0370566931	32049.2927166526	30494.083449874	28880.0142700331	26882.7045122258	27586.8301600203	33314.3521168195	26937.3026042402	26319.6750934066	9
EBNA1BP2	Q99848	EBP2_HUMAN	74012.8	88708.3	97730.9	98981.4	82582.9	107630	67007.1	90852.7	88641.7	82126.2	65405.1	66796.4	70521.6914369616	93058.1165472772	100823.639836885	95325.2284626565	85604.4557627151	113000.293148746	47627.6705111079	95658.4100754364	89519.974572457	80319.0371859561	56719.6320735025	51343.2317702688	14
EBP	Q15125	EBP_HUMAN	15357.1	10065.9	14537.7	9222.14	11722.2	9954.59	13906.9	8372.62	10406.7	13255.2	15935.3	10442.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
EBPL	Q9BY08-3	EBPL_HUMAN	NA	4849.61	NA	4375.36	NA	NA	5474.31	NA	5295.19	6110.2	NA	5192.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ECD	O95905;O95905-3	ECD_HUMAN	23039.4	23883	24427.7	24581.4	23868.8	27717.2	27228	30749.3	27481.6	30352.4	25807.9	15998.7	19348.0838156495	20920.2096993546	20494.364655334	19894.5362862145	18522.9021607501	20011.6748131458	18226.6243112995	24760.8116911599	22169.9076020221	24792.0947011569	20862.7743832127	10571.7031409843	12
ECE1	P42892;P42892-2;P42892-3;P42892-4	ECE1_HUMAN	44857	37600.2	42321.1	39005.9	44933.6	33765.7	51237.2	39362	41232.1	49439	49836.6	48607.2	41666.4125340403	34277.3691415753	38634.3893280874	35909.4632979305	44732.2644135363	29062.9550477003	42319.8078863298	34325.5628386939	37897.4877058661	46688.0158934214	44093.2126388065	42599.2582054674	12
ECH1	Q13011	ECH1_HUMAN	116169	118492	128125	118587	115848	93117.4	157356	118107	96881.7	153454	154314	153838	38614.6371947501	50269.2930264316	50476.9441845	51925.0155181883	42556.785086217	45653.5338916064	38472.7354624679	47620.4128729716	45021.5095736753	47652.8877102891	49421.6219464039	36399.6769573144	11
ECHDC1	Q9NTX5;Q9NTX5-2;Q9NTX5-6	ECHD1_HUMAN	28650.1	28627.4	27676.8	29937.4	30954.2	29804	25807.3	24763.8	27546	24502.9	26752.6	27636.1	24674.5931144881	25553.3570523387	23993.3761623147	31148.5213258268	24482.721907357	41433.1316124665	18530.2853977929	28708.1123802757	29739.5295236426	19242.220063334	20798.0527304662	20099.5008356186	13
ECHS1	P30084	ECHM_HUMAN	183248	170474	185605	162466	198013	144041	190547	137213	145384	202150	203666	175564	90245.7484186618	92449.8267380223	99223.8966664971	91490.7941814808	97317.4242589256	62925.0133875206	76637.6545054643	75789.0276328866	74490.0847392353	93172.1504795581	86787.4019485835	75242.3679135873	12
ECI1	P42126;P42126-2	ECI1_HUMAN	43472.5	45289.7	42245.5	43119	41224.6	44393.6	30959.9	57510.1	50213.7	45806.8	39562.1	22973.3	29152.5514817626	38020.3790266286	36142.512203371	33015.9937641396	36080.7408636296	36147.450746363	21381.9641920106	50982.276016698	43768.0244807449	34969.0363867028	35934.7135787453	21302.5120640238	9
ECI2	O75521;O75521-2	ECI2_HUMAN	61394.4	53941.7	60834.6	56828.1	60982.5	54771.2	59129	53982.3	51272.9	63725.5	70367.6	62398.8	58679.7855240599	53651.360804166	65025.2284034453	51304.2009767741	57335.2687872423	31927.9894193721	47787.6839284986	44032.042260672	45754.020842919	62067.7100888679	65089.6915338232	45406.6629797115	11
ECPAS	Q5VYK3	ECM29_HUMAN	86508	86089.9	86928.9	83329.1	87219.8	78557.2	81474.2	69392.3	80030.2	88613.8	83601.2	82696.6	91893.0698395036	93916.2794835265	95196.0339580466	95361.4543956704	96861.4284682254	66916.5430515822	79587.882608941	82507.434782581	93278.1748839813	92480.2803693878	87753.838751099	85805.8653164922	49
ECSIT	Q9BQ95;Q9BQ95-2;Q9BQ95-4	ECSIT_HUMAN	19458.1	18619.7	16959.4	14683.1	19456.5	17190.8	NA	24944.3	14853.2	27470.2	28413.3	21363.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ECT2	Q9H8V3;Q9H8V3-2;Q9H8V3-3;Q9H8V3-4	ECT2_HUMAN	27412.6	26832.8	28156.2	28255.8	24280.4	26523.1	20301.3	18342.3	19252	18074.6	21774.2	17036.6	18825.4784100405	15548.1153854647	20202.1284156825	14036.7551075509	15767.0827476943	17320.7994521703	13989.3134092043	8210.04261252823	12205.3285951456	10109.047216901	14540.9352117671	11644.7984398045	14
EDC3	Q96F86	EDC3_HUMAN	55135.2	57645.2	48500.6	56358.8	55699.3	49030.6	49930.9	49429.1	52215.7	51021.2	51499.5	43467.6	39608.3460162553	38006.5496827455	34817.7648986037	41054.7401834655	43558.704510954	39042.3548093888	29386.2990107924	33838.6046448636	34463.2269887721	39428.802854699	36700.5319631641	30718.4268900436	15
EDC4	Q6P2E9	EDC4_HUMAN	55067	51733.6	63038.3	63874.3	61584.7	54300.1	78484.9	73057.8	59905.9	88019.9	83342.1	79872.9	38945.2913694251	48095.2602294102	56349.3034344086	53747.8650696443	53363.5757019953	53427.8437670604	46997.4480376279	70843.0843198704	46521.4019575009	58615.4515230985	52869.7034508062	60874.6970926475	16
EDEM3	Q9BZQ6;Q9BZQ6-2	EDEM3_HUMAN	15016.4	20769.9	23718.1	22559.7	21405.2	19251.1	18280.3	25417.9	23826.3	13943.7	10553.6	19083.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
EDF1	O60869;O60869-2;O60869-3	EDF1_HUMAN	22864.8	18900.7	19282.4	17448.1	18869.5	19162.2	NA	21419.2	20755.2	33291.9	21682.8	25073.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
EDRF1	Q3B7T1	EDRF1_HUMAN	9221.89	9852.61	10202.5	12018.3	11015.4	11224.8	11212.3	10386.7	10946.1	13978.4	12781.4	12792.1	8538.25142387419	10522.073429653	9297.42709815314	10765.9269969252	9938.71860516831	9782.92071963725	9249.69918729055	13362.4898737582	12649.5157216395	10976.7506026022	12242.8077969689	9650.78835986628	16
EEA1	Q15075	EEA1_HUMAN	36581	39994.2	37955.2	40712.4	38875.9	38095.6	41179.9	42353.9	45053.4	46028.9	39074.4	44477.7	34767.0748073331	30116.8952926967	36078.3654742999	35087.6001489055	30316.091966807	38839.1445727409	34461.3006122565	42967.6122290711	41692.1253384164	40132.2872877923	35795.4582264115	42176.3577103904	32
EED	O75530;O75530-2;O75530-3	EED_HUMAN	36787.4	31700.6	32767.9	34319.4	31569.6	32491.4	30816.6	32456.1	32872.5	33198.5	30739.2	31002.2	32767.6953458578	28155.0746574308	29480.7525694293	28645.2570085533	31690.1983669036	21135.5260967432	27743.6602102708	26398.9783038594	29225.760503732	33396.5358979161	26854.2047782263	27899.210393336	12
EEF1A2	Q05639	EF1A2_HUMAN	531887	522990	481324	620665	624555	421860	547976	525946	408830	590024	552149	437903	86969.0214740711	97648.8990746819	89951.6362731327	97679.8948039097	83244.5282832612	147310.053085696	73816.6915105506	98442.288701583	104144.15551031	82164.6466833356	86472.6915904142	74901.2013500734	14
EEF1AKMT2	Q5JPI9	EFMT2_HUMAN	16387.2	17240.5	13564.8	16672.3	12048.7	15878.1	6228.33	18106.2	14007.1	11125.9	8956.57	7251.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
EEF1AKNMT	Q8N6R0	EFNMT_HUMAN	26351.5	27072.5	26602.5	26310.4	26519.3	26308	23530.4	27492	25939.7	24830.5	21427.7	19558.5	19681.840213001	24665.9345526013	23327.2494023193	22543.4191863063	24506.4462039826	20404.8934960015	21219.0527687249	24938.1512805734	23807.9859388172	22131.289411384	21024.8791136886	15433.8655778281	11
EEF1B2	P24534	EF1B_HUMAN	1202720	1161570	1079240	1104930	1169890	1331000	1030040	1603640	1118560	1121860	1177940	1319840	514000.699873011	485823.249681318	418787.030063598	434593.602714934	450383.893948519	327788.305371422	365802.439406507	683343.133635969	456432.230768277	465454.352795177	398001.779843466	425567.759870006	8
EEF1D	P29692-2	EF1D_HUMAN	313891	342643	326874	353272	307144	389864	188131	415215	356681	255627	184105	247912	185950.27361372	210653.841085285	171827.361283718	247752.505620724	206289.582833922	285116.494843166	133909.464023334	304540.189493498	217424.515349545	190768.42119613	148599.74597381	193622.137585203	26
EEF1E1	O43324	MCA3_HUMAN	20937.9	19905.6	22766.8	17792.3	23561.9	17875.4	18363.4	18855.7	18696.9	17108	18937.8	19134.6	11962.8340936836	14182.6974462913	18538.4238335703	13927.6728670453	16772.527431527	17590.9926039643	6744.3125943457	18079.6189974505	16965.606134958	11584.3188792073	12299.6548250901	12055.1566580453	8
EEF1G	P26641;P26641-2	EF1G_HUMAN	299391	327706	328204	331869	236224	348723	218075	405371	364681	248280	201956	203174	230580.737513383	273431.910871428	289626.108405824	265820.106026563	169017.424748915	377723.974051508	168945.777631881	335902.024120672	318465.017263413	187663.759181064	155456.43393325	126760.466212283	25
EEF2	P13639	EF2_HUMAN	1634610	1582860	1517260	1633190	1610910	1556550	1597250	1563530	1603770	1694980	1599350	1568280	1026003.30953407	1114099.43638938	1148835.64497483	1220443.17570027	1155694.3444583	1220089.51174622	995330.810015499	1292725.05312303	1227463.26141048	1176948.13027209	1119654.42938125	1087355.00449968	69
EEF2K	O00418	EF2K_HUMAN	9144.41	8588.15	9373.38	8431.46	8331.07	8847.1	14081	12144.3	15225.4	11566.6	13652.2	12801.1	7683.29322276386	7951.91119211315	8544.65724479396	8076.25108515686	7281.28945746469	8872.15361552888	12801.2144764529	10423.7930157459	13603.123495822	10752.533615514	13257.5934855544	10676.4179233616	8
EEFSEC	P57772	SELB_HUMAN	19767.2	21464.6	19578.7	19495.1	21917.3	16426.6	24878.6	21493	17640.2	21746.9	18720.8	23841.2	15581.6666444081	13190.7896815872	19939.1217763569	15221.6147485143	19329.7659184627	18431.4980064634	18059.4469242259	21276.7841669507	17115.0549689922	19264.2635184514	15275.8943631978	20817.8886903702	8
EFCAB14	O75071	EFC14_HUMAN	5307.01	7597.84	7093.83	6687.45	5807.48	5900.73	5655.21	8521	6877.83	6121.04	5582.48	6541.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
EFCAB7	A8K855;A8K855-2	EFCB7_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2811.61	5775.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
EFHD2	Q96C19	EFHD2_HUMAN	203910	194162	188094	217492	223435	236948	205379	199881	218010	226424	215481	236993	90914.4555581229	86031.5643968654	87379.2479651368	93553.8684482558	95892.4339784791	86138.5927030261	90522.1437354725	86493.5144112344	109096.641534976	87174.0802610061	88095.0843690348	94631.5199246182	9
EFL1	Q7Z2Z2	EFL1_HUMAN	27319.9	46564.1	33112.2	37294.5	26631.7	37506.9	22092.4	39643.6	41967	28317.1	16825.3	15787.1	26476.5315353904	34070.6363250112	29235.0440859556	34471.0282493434	21305.0782607564	27937.5052546773	16395.082708442	33568.5404048564	29606.8802251462	24522.1199758533	15473.6504343237	15592.3848836344	11
EFNB1	P98172	EFNB1_HUMAN	3384.89	2462.65	4072.52	3271.59	5322.39	2081.43	3495.59	4258.7	NA	4533.82	3608.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
EFR3A	Q14156;Q14156-2	EFR3A_HUMAN	8073.2	6218.66	9231.55	6222.62	8560.77	9055.71	8323.83	8345.43	8964.36	6755.29	8899.4	6997.08	5620.62013821416	NA	5193.71661263524	5487.4182325773	4092.79309531952	5017.90842242775	NA	5510.3092658772	4783.3596744042	5633.13016624083	NA	NA	3
EFTUD2	Q15029;Q15029-2	U5S1_HUMAN	200044	194528	198520	208055	211966	197756	237677	219720	216225	236772	225987	231018	138664.747577308	170848.021159884	170869.76390757	173760.833403132	198655.232459106	170363.676122057	189084.227392656	188583.874996961	164595.846295573	206359.13964934	206205.511785233	178521.18865166	39
EGFR	P00533	EGFR_HUMAN	29654.8	32121.5	30015.2	31835.8	33206.1	30275.7	29214.1	28759.1	27835	27470.5	29850.5	30675.9	30781.6150464848	27053.1330103378	26561.663191376	27738.7419611137	35940.1279366167	24959.0859242146	30947.3371120511	22694.1958509556	24262.332012961	25738.4226959326	30385.5263838137	34577.7784309945	13
EGLN1	Q9GZT9;Q9GZT9-2;Q9GZT9-3	EGLN1_HUMAN	17523.4	17482.3	15531	17629.9	17101.7	15078.4	18022.3	15862	12294.9	12311.9	16520	17060.9	13293.2232203854	15227.436630261	13804.8799065278	17321.2806988377	14367.957667251	18803.0438853791	13699.5473399048	17801.1392971827	11156.8553736498	10170.9974356257	12695.8547722346	14143.7367229108	6
EHBP1	Q8NDI1;Q8NDI1-2;Q8NDI1-3	EHBP1_HUMAN	151224	155515	131694	128593	148282	113028	126426	152779	140855	143680	94272.5	123837	26997.180478594	26010.9901112024	25351.5177571982	23070.060404088	26179.3545619589	16680.9809793784	23533.6380065375	27315.8878876599	22566.4796446856	26623.330544289	16418.1709178568	21581.4439141133	9
EHBP1L1	Q8N3D4	EH1L1_HUMAN	10048.3	9329.95	10978.9	9958.9	8479.12	9174.22	8993.1	10506	11899.6	11876.3	9256.58	12271.1	9841.00979232224	9537.94616301182	10279.509666107	10327.4887309114	6323.71891978595	9519.69479861452	7021.25354869467	11030.7630343622	13159.4808628104	10569.1445299543	8487.44763761401	10554.4128776955	10
EHD1	Q9H4M9	EHD1_HUMAN	92566	84479.1	81951.4	82401	91467.4	92380.9	97295.8	86727.7	89059.6	96847.1	92712.9	95334.2	69325.3418177381	67410.0666187672	64837.5713041868	64203.3034855401	69519.5096622135	74624.191391388	76425.7642933808	77341.6583036403	71541.2196696553	68014.7620395754	79577.8094173871	80922.1888359412	14
EHD2	Q9NZN4	EHD2_HUMAN	48203.4	53789.9	50993	49741	54846.9	49008.3	54544.2	49498.8	56267.8	60571.7	64059.1	60948.8	32555.4413836482	35721.2554305482	34184.9001388724	34530.6064153509	37880.6925293511	39700.4361253517	30752.984732751	40841.3804339218	40541.2933573191	36323.7737514485	41549.4580229782	44985.6403978429	13
EHD3	Q9NZN3	EHD3_HUMAN	NA	NA	NA	NA	NA	NA	6271.59	NA	NA	NA	5522.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
EHD4	Q9H223	EHD4_HUMAN	69762.2	73149.4	71938.3	67528.2	61943.1	71867.7	53205.9	67085	59689.9	56431.7	53108.9	53794.3	60553.1421947483	80057.9241648768	78380.1144618436	70911.8665925822	64232.6898142285	70702.9267044026	45394.1886667812	67723.4531922906	64929.3278283852	50199.4798605742	49078.5111234187	48528.1326397541	17
EHF	Q9NZC4;Q9NZC4-2;Q9NZC4-3	EHF_HUMAN	NA	5012.55	5009.15	3512.8	5423.94	5421.36	3535.84	5734.78	4323.16	3144.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
EHHADH	Q08426;Q08426-2	ECHP_HUMAN	6155.06	4460.65	6377.48	6732.36	7449.26	5097.8	10647.2	5512.92	6067.92	5863.64	4568.62	9865.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
EHMT1	Q9H9B1	EHMT1_HUMAN	17794.8	17598.2	16945.5	17945.6	17942.1	16953.8	17726	18730.6	16782.4	16615.3	15733.7	18436.6	16527.7696813561	14639.7411760824	15727.7554161433	14240.6291746888	16110.0720789447	14862.4830169575	14242.6735643187	16024.4440651523	15885.5888267354	17173.2646726966	16458.6633249852	19645.3245494202	13
EHMT2	Q96KQ7;Q96KQ7-2	EHMT2_HUMAN	5524.35	5937.65	6261.07	6724.4	6594.47	6617.47	8056.26	9054.89	10451.7	10339.2	8982.94	11123.9	4245.11875885666	4907.34898398766	5941.8152073627	6773.88790324423	6363.68789094737	6112.65933527754	7247.22329774029	8574.61954806771	9497.86200714918	9141.93632442701	9850.43351653624	10898.844068107	8
EI24	O14681	EI24_HUMAN	NA	7579.15	NA	NA	NA	25605.8	NA	8176.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
EIF1	P41567	EIF1_HUMAN	61843.2	58954.4	72915.7	60770.1	52365.2	52490.9	62985.7	58892.7	63490.7	50965.7	53384.4	46724.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
EIF1AD	Q8N9N8	EIF1A_HUMAN	14043.2	13954.8	19693.4	16343.5	21586.5	25248.3	16301.7	26930.7	19470.5	16933.8	24233.7	20023.1	10352.665783452	9364.38763370663	15584.0920267665	15513.7057088345	15337.6240046004	38847.5580516594	8660.91148084658	23479.4398766023	27150.7071809973	13128.6120929472	20739.1738482502	14566.5678105193	7
EIF1AX	P47813	IF1AX_HUMAN	120276	113253	122100	75490.6	129233	148395	16814.8	111443	119049	39617.6	84649.9	21558.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
EIF1B	O60739	EIF1B_HUMAN	7197.72	7572.45	7359.04	7315.57	5918.28	7133.05	8366.74	5420.33	7359.6	7807.18	7026.21	7911.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
EIF2A	Q9BY44	EIF2A_HUMAN	119838	119054	108463	117511	103565	138756	84930.7	112403	120511	90853.3	81578.2	78844	90648.9289255296	108548.690396232	79831.2791423953	94463.765227811	85990.3516221983	133778.978933707	56013.2645090187	93887.5858999403	97465.7079198853	75673.3185488998	57603.1469839261	46261.0118078455	19
EIF2AK1	Q9BQI3;Q9BQI3-2	E2AK1_HUMAN	20457.8	24121.6	23773.5	20194.7	19708.3	14739.9	25292.8	19325.6	17564.9	24956.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
EIF2AK2	P19525	E2AK2_HUMAN	80903.1	79142.7	76220	77657.1	83155.3	79159.9	80307.1	83635.7	80809.4	75963.8	74631.3	92393.2	74716.7195487162	78041.4365058562	56030.153627951	80502.871436947	60981.432224777	62430.1907113038	65499.8595963182	81315.4914946217	80984.6596216371	76847.6674918941	72414.3384201826	79366.2217012932	19
EIF2AK3	Q9NZJ5	E2AK3_HUMAN	7019.57	8626.15	7581.22	6622.01	6402.79	5147.45	8334.87	8440.53	7089.92	8976.79	6553.9	4608.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
EIF2AK4	Q9P2K8;Q9P2K8-2	E2AK4_HUMAN	24763.5	21842.8	21603.2	20109.9	26109.1	17123.8	29704.2	13332.3	15420.6	19544.2	28573.7	23921.7	16859.1236349677	16642.346531282	17707.4496574533	11706.3873178598	17309.6082641265	13936.636383046	13124.7487849628	12984.922846767	11906.2109250047	10897.1736453446	13928.0747271302	14598.0078761077	7
EIF2B1	Q14232	EI2BA_HUMAN	10722.7	11332.3	11752.3	9485.83	10495.6	10776.8	7638.74	10942	8372.82	8472.65	7306.78	9628.08	10071.8688575293	10700.8607837289	11696.4554441303	6899.8775035792	9131.62279521258	9121.96459081169	5972.36590556692	11731.7725116506	8355.0099151954	7610.83813274842	6185.77138947546	7347.65632566164	6
EIF2B2	P49770	EI2BB_HUMAN	24399.3	34185.1	24063.2	43657.8	25537.3	41857.2	15778	50697.6	49057.2	42498	31101.3	24063.5	9706.51146398033	16239.1721555926	11687.451654952	14575.3081373589	9432.79657028908	16523.9166139925	14654.826633788	22007.3605207926	20953.5928270474	21629.0129633307	20264.5001336546	11429.5151473795	7
